Type;Base Entity                         ;Rel ;Type;Target Entity
CASE;Billing                             ;EXEC;TEST;ORDERS0160
CASE;Billing                             ;USES;DATA;total_cost
CASE;Billing                             ;USES;DATA;amount_due
CASE;Billing                             ;USES;DATA;data_due
CASE;Billing                             ;USES;DATA;data_due
CASE;Billing                             ;EXEC;TEST;ORDERS0161
CASE;Billing                             ;USES;DATA;data_due
CASE;Billing                             ;USES;DATA;invoice
CASE;Billing                             ;USES;DATA;invoice_header
CASE;Billing                             ;USES;DATA;order_data
CASE;Billing                             ;USES;DATA;customer_data
CASE;Billing                             ;USES;DATA;invoice_body
CASE;Billing                             ;USES;DATA;items
CASE;Billing                             ;USES;DATA;invoice_trailer
CASE;Billing                             ;USES;DATA;amount_due
CASE;Billing                             ;USES;DATA;date_due
CASE;Billing                             ;EXEC;TEST;ORDERS0162
CASE;Billing                             ;USES;DATA;due_date
CASE;Billing                             ;USES;DATA;days
CASE;Billing                             ;USES;DATA;date
CASE;Billing                             ;USES;DATA;invoice
CASE;Billing                             ;EXEC;TEST;ORDERS0163
CASE;Billing                             ;USES;DATA;description
CASE;Billing                             ;USES;DATA;process
CASE;Billing                             ;USES;DATA;accountant
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;EXEC;TEST;ORDERS0164
CASE;Billing                             ;USES;DATA;invoice
CASE;Billing                             ;USES;DATA;customer
CASE;Billing                             ;USES;DATA;month
CASE;Billing                             ;EXEC;TEST;ORDERS0165
CASE;Billing                             ;PERF;STEP;1) Billing <job> is started.
CASE;Billing                             ;USES;DATA;job
CASE;Billing                             ;EXEC;TEST;ORDERS0166
CASE;Billing                             ;PERF;STEP;2) <system> sorts the billing <items> by
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;items
CASE;Billing                             ;USES;DATA;customer
CASE;Billing                             ;EXEC;TEST;ORDERS0167
CASE;Billing                             ;PERF;STEP;3) <system> gets <address_data> for each
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;address_data
CASE;Billing                             ;USES;DATA;customer
CASE;Billing                             ;EXEC;TEST;ORDERS0168
CASE;Billing                             ;PERF;STEP;4) <system> computes the <item_cost> for
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;item_cost
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;EXEC;TEST;ORDERS0169
CASE;Billing                             ;PERF;STEP;5) <system_sums> up the <total_cost> fro
CASE;Billing                             ;USES;DATA;system_sums
CASE;Billing                             ;USES;DATA;total_cost
CASE;Billing                             ;USES;DATA;item_costs
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;EXEC;TEST;ORDERS0170
CASE;Billing                             ;USES;DATA;item
CASE;Billing                             ;PERF;STEP;6) <system> computes the <VAT> of the <t
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;total_cost
CASE;Billing                             ;EXEC;TEST;ORDERS0171
CASE;Billing                             ;PERF;STEP;7) <system> calculates the <data_due>.
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;data_due
CASE;Billing                             ;EXEC;TEST;ORDERS0172
CASE;Billing                             ;PERF;STEP;8) <system> prints an <invoice> for each
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;invoice
CASE;Billing                             ;USES;DATA;customer
CASE;Billing                             ;EXEC;TEST;ORDERS0173
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;items
CASE;Billing                             ;USES;DATA;system
CASE;Billing                             ;USES;DATA;customer_data
CASE;Billing                             ;USES;DATA;order
CASE;Billing                             ;USES;DATA;due_date
CASE;Billing                             ;USES;DATA;date
CASE;Billing                             ;USES;DATA;days
CASE;Billing                             ;USES;DATA;total_cost
CASE;Billing                             ;USES;DATA;cost
CASE;Billing                             ;USES;DATA;items
CASE;Billing                             ;USES;DATA;customer
CASE;Billing                             ;USES;DATA;invoice
CASE;Billing                             ;USES;CASE;from
CASE;Billing                             ;USES;DATA;invoices
CASE;Billing                             ;USES;DATA;regular_mail
CASE;Billing                             ;EXEC;TEST;ORDERS0174
CASE;Back_Order_Processing               ;PERF;STEP;UseCase-06  Back_Order_Processing
DOCU;OrderEntry                          ;OWNS;CASE;Back_Order_Processing
CASE;Back_Order_Processing               ;USES;DATA;week
CASE;Back_Order_Processing               ;USES;DATA;dispatcher
CASE;Back_Order_Processing               ;USES;DATA;batch_process
CASE;Back_Order_Processing               ;USES;DATA;process
CASE;Back_Order_Processing               ;USES;DATA;back_orders
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0175
CASE;Back_Order_Processing               ;USES;DATA;back_orders
CASE;Back_Order_Processing               ;USES;DATA;order_items
CASE;Back_Order_Processing               ;USES;DATA;customer_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0176
CASE;Back_Order_Processing               ;USES;DATA;article
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0177
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;stock
CASE;Back_Order_Processing               ;USES;DATA;order_amount
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0178
CASE;Back_Order_Processing               ;USES;DATA;order_amount
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;dispatch_item
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0179
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;USES;DATA;stock
CASE;Back_Order_Processing               ;USES;DATA;supply_order_item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0180
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0181
CASE;Back_Order_Processing               ;USES;DATA;article
CASE;Back_Order_Processing               ;USES;DATA;error_message
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0182
CASE;Back_Order_Processing               ;USES;DATA;order_amount
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;USES;DATA;back_order_file
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0183
CASE;Back_Order_Processing               ;USES;DATA;description
CASE;Back_Order_Processing               ;USES;DATA;process
CASE;Back_Order_Processing               ;USES;DATA;dispatcher
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0184
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0185
CASE;Back_Order_Processing               ;USES;DATA;dispatch_order_items
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0186
CASE;Back_Order_Processing               ;USES;DATA;items
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0187
CASE;Back_Order_Processing               ;USES;DATA;supply_order_items
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0188
CASE;Back_Order_Processing               ;PERF;STEP;1) <dispatcher> starts <back_order> proc
CASE;Back_Order_Processing               ;USES;DATA;dispatcher
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0189
CASE;Back_Order_Processing               ;PERF;STEP;2) <system> processes each <back_order>.
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0190
CASE;Back_Order_Processing               ;PERF;STEP;3) <system> checks if <article> is on <s
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;article
CASE;Back_Order_Processing               ;USES;DATA;stock
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0191
CASE;Back_Order_Processing               ;PERF;STEP;4) <system> checks if <article_amount> i
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;dispatch_order_item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0192
CASE;Back_Order_Processing               ;PERF;STEP;5) <system> creates <dispatch_order_item
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;dispatch_order_item
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0193
CASE;Back_Order_Processing               ;PERF;STEP;6) <system> creates billing <item>.
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0194
CASE;Back_Order_Processing               ;PERF;STEP;7) <system> creates <supply_order_item>
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;supply_order_item
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;stock
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0195
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;PERF;STEP;8) <system> skips over <back_order>.
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0196
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;article
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0197
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;customer
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0198
CASE;Back_Order_Processing               ;USES;DATA;article_amount
CASE;Back_Order_Processing               ;USES;DATA;minimum_amount
CASE;Back_Order_Processing               ;USES;DATA;stock
CASE;Back_Order_Processing               ;USES;DATA;system
CASE;Back_Order_Processing               ;USES;DATA;supply_order_item
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0199
CASE;Back_Order_Processing               ;USES;DATA;back_order
CASE;Back_Order_Processing               ;USES;DATA;customer
CASE;Back_Order_Processing               ;USES;DATA;article
CASE;Back_Order_Processing               ;USES;DATA;dispatch_order_item
CASE;Back_Order_Processing               ;USES;DATA;item
CASE;Back_Order_Processing               ;USES;DATA;supply_order_item
CASE;Back_Order_Processing               ;USES;DATA;customer_order
CASE;Back_Order_Processing               ;EXEC;TEST;ORDERS0200
DOCU;OrderEntry                          ;OWNS;SECT;Technical  system_features
DOCU;OrderEntry                          ;OWNS;SECT; system  Quantities .
DOCU;OrderEntry                          ;OWNS;REQU;NF-REQ-11 Data-Quantities
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;customers
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;articles
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;suppliers
REQU;NF-REQ-11 Data-Quantities           ;EXEC;TEST;ORDERS0201
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;system
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;customer_orders
REQU;NF-REQ-11 Data-Quantities           ;USES;DATA;day
REQU;NF-REQ-11 Data-Quantities           ;EXEC;TEST;ORDERS0202
DOCU;OrderEntry                          ;OWNS;REQU;NF-REQ-12 Supply-Quantities
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;month
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;data_carrier
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;file
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;latest_supplier
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;data
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;supplier_prices
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;supply_orders
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;month
REQU;NF-REQ-12 Supply-Quantities         ;EXEC;TEST;ORDERS0203
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;supplier
REQU;NF-REQ-12 Supply-Quantities         ;USES;DATA;articles
DOCU;OrderEntry                          ;OWNS;REQU;NF-REQ-13 Article-Quantities
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;month
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;data_carrier
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;file
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;article_data
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;latest_article_prices
REQU;NF-REQ-13 Article-Quantities        ;EXEC;TEST;ORDERS0204
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;deletions
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;insertions
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;articles
REQU;NF-REQ-13 Article-Quantities        ;USES;DATA;month
REQU;NF-REQ-13 Article-Quantities        ;EXEC;TEST;ORDERS0205
DOCU;OrderEntry                          ;OWNS;REQU;FUNC-REQ-07 Monthly-Reporting
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;month
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;system
REQU;FUNC-REQ-07 Monthly-Reporting       ;EXEC;TEST;ORDERS0206
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;number
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;articles
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;number
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;article_type
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;stock
REQU;FUNC-REQ-07 Monthly-Reporting       ;EXEC;TEST;ORDERS0207
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;warehouse_manager
REQU;FUNC-REQ-07 Monthly-Reporting       ;USES;DATA;sales_manager
REQU;FUNC-REQ-07 Monthly-Reporting       ;EXEC;TEST;ORDERS0208
DOCU;OrderEntry                          ;OWNS;SECT;Technical  constraints
SECT;Technical  constraints              ;USES;DATA;constraints
SECT;Technical  constraints              ;USES;DATA;order_entry_system
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;USES;DATA;web_application
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;USES;DATA;web_application
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0209
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;USES;DATA;web_application
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0210
SECT;Technical  constraints              ;USES;DATA;master_data
SECT;Technical  constraints              ;USES;DATA;files
SECT;Technical  constraints              ;USES;DATA;data
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0211
SECT;Technical  constraints              ;USES;DATA;master_data
SECT;Technical  constraints              ;USES;DATA;files
SECT;Technical  constraints              ;USES;DATA;data
SECT;Technical  constraints              ;USES;DATA;base_tables
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0212
SECT;Technical  constraints              ;USES;DATA;components
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0213
SECT;Technical  constraints              ;USES;DATA;components
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0214
SECT;Technical  constraints              ;USES;DATA;batch_components
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0215
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0216
SECT;Technical  constraints              ;USES;DATA;system
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0217
SECT;Technical  constraints              ;USES;DATA;customer_orders
SECT;Technical  constraints              ;USES;DATA;seconds
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0218
SECT;Technical  constraints              ;USES;DATA;customer_orders
SECT;Technical  constraints              ;USES;DATA;seconds
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0219
SECT;Technical  constraints              ;USES;DATA;user_interface
SECT;Technical  constraints              ;USES;DATA;user_hour
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0220
SECT;Technical  constraints              ;USES;DATA;user_interface
SECT;Technical  constraints              ;USES;DATA;user_hour
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0221
SECT;Technical  constraints              ;USES;DATA;customer_language_preference
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0222
SECT;Technical  constraints              ;USES;DATA;order_entry_transactions
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0223
SECT;Technical  constraints              ;USES;DATA;order_entry_transactions
SECT;Technical  constraints              ;EXEC;TEST;ORDERS0224
SECT;Technical  constraints              ;USES;REPO;and
DOCU;OrderEntry                          ;OWNS;SECT; quality_requirements
SECT; quality_requirements               ;USES;DATA;system_crash
SECT; quality_requirements               ;USES;DATA;month
SECT; quality_requirements               ;USES;DATA;system_crash
SECT; quality_requirements               ;USES;DATA;month
SECT; quality_requirements               ;EXEC;TEST;ORDERS0225
SECT; quality_requirements               ;USES;DATA;system_crash
SECT; quality_requirements               ;USES;DATA;month
SECT; quality_requirements               ;EXEC;TEST;ORDERS0226
SECT; quality_requirements               ;USES;DATA;hour
SECT; quality_requirements               ;USES;DATA;system
SECT; quality_requirements               ;EXEC;TEST;ORDERS0227
SECT; quality_requirements               ;USES;DATA;hour
SECT; quality_requirements               ;USES;DATA;system
SECT; quality_requirements               ;EXEC;TEST;ORDERS0228
SECT; quality_requirements               ;USES;DATA;errors
SECT; quality_requirements               ;USES;DATA;statements
SECT; quality_requirements               ;USES;DATA;errors
SECT; quality_requirements               ;USES;DATA;statements
SECT; quality_requirements               ;EXEC;TEST;ORDERS0229
SECT; quality_requirements               ;USES;DATA;errors
SECT; quality_requirements               ;USES;DATA;statements
SECT; quality_requirements               ;EXEC;TEST;ORDERS0230
SECT; quality_requirements               ;USES;DATA;response_time_constraint
SECT; quality_requirements               ;USES;DATA;seconds
SECT; quality_requirements               ;USES;DATA;transaction
SECT; quality_requirements               ;EXEC;TEST;ORDERS0231
SECT; quality_requirements               ;USES;DATA;response_time_constraint
SECT; quality_requirements               ;USES;DATA;seconds
SECT; quality_requirements               ;USES;DATA;transaction
SECT; quality_requirements               ;EXEC;TEST;ORDERS0232
SECT; quality_requirements               ;USES;DATA;design
SECT; quality_requirements               ;USES;DATA;design
SECT; quality_requirements               ;EXEC;TEST;ORDERS0233
SECT; quality_requirements               ;USES;DATA;design
SECT; quality_requirements               ;EXEC;TEST;ORDERS0234
SECT; quality_requirements               ;USES;DATA;metric
SECT; quality_requirements               ;USES;DATA;metric
SECT; quality_requirements               ;EXEC;TEST;ORDERS0235
SECT; quality_requirements               ;USES;DATA;metric
SECT; quality_requirements               ;EXEC;TEST;ORDERS0236
SECT; quality_requirements               ;USES;DATA;metric
SECT; quality_requirements               ;EXEC;TEST;ORDERS0237
SECT; quality_requirements               ;USES;DATA;system
SECT; quality_requirements               ;EXEC;TEST;ORDERS0238
SECT; quality_requirements               ;USES;DATA;system
SECT; quality_requirements               ;EXEC;TEST;ORDERS0239
SECT; quality_requirements               ;USES;DATA;minor_importance
SECT; quality_requirements               ;EXEC;TEST;ORDERS0240
SECT; quality_requirements               ;USES;DATA;system
SECT; quality_requirements               ;EXEC;TEST;ORDERS0241
